Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value
CHEMBL4064264,,None,477.63,1,6.2,COc1ccccc1CN(C)CCCCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1,IC50,'=',1030,nM,5.99
CHEMBL887,RASAGILINE,4,171.24,0,1.9,C#CCN[C@@H]1CCc2ccccc21,IC50,'=',2610,nM,5.58
CHEMBL3769812,,None,260.72,0,4.12,CC(=O)c1ccc(OCc2ccccc2Cl)cc1,IC50,'=',89600,nM,4.05
CHEMBL3771354,,None,294.27,0,4.49,CC(=O)c1ccc(OCc2ccccc2C(F)(F)F)cc1,IC50,'=',70500,nM,4.15
CHEMBL342357,,None,253.26,0,2.15,O=C1NC(=O)c2cc(OCc3ccccc3)ccc21,IC50,'=',4170,nM,5.38
CHEMBL4553116,,None,312.46,0,3.15,C#CCNC1CCc2ccc(OCCCN3CCCCC3)cc21,IC50,'>',50000,nM,
CHEMBL4553116,,None,312.46,0,3.15,C#CCNC1CCc2ccc(OCCCN3CCCCC3)cc21,IC50,'>',100000,nM,
CHEMBL2263059,,None,283.33,0,3.06,CN(C)c1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1,IC50,'=',4060,nM,5.39
CHEMBL4520248,,None,334.16,0,4.35,O=C(Nc1ccc(Cl)c(Cl)c1)c1coc2ccccc2c1=O,IC50,,,,
CHEMBL92401,IPRONIAZID,4,179.22,0,0.72,CC(C)NNC(=O)c1ccncc1,IC50,'=',6570,nM,5.18
CHEMBL1917531,,None,267.33,0,3.11,COc1cc2c3c(c1)C(=O)C1=C(CCCC1)C3=NCC2,IC50,'=',2120,nM,5.67
CHEMBL941,IMATINIB,4,493.62,0,4.59,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,IC50,,,,
CHEMBL1754,DOXAPRAM,4,378.52,0,3.17,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,IC50,,,,
CHEMBL602259,,None,300.32,0,0.55,Cn1c(=O)c2c(nc(OCc3ccccc3)n2C)n(C)c1=O,IC50,'=',1770,nM,5.75
CHEMBL1796808,,None,361.15,0,3.2,O=C(c1ccc(O)cc1)c1cc2cc(Br)cc(O)c2oc1=O,IC50,'=',19170,nM,4.72
CHEMBL2029527,,None,181.21,0,1.88,NC/C=C(/F)COc1ccccc1,IC50,'>',30000,nM,
CHEMBL3989843,TRANYLCYPROMINE,4,266.39,None,None,,,,,,
CHEMBL92401,IPRONIAZID,4,179.22,0,0.72,CC(C)NNC(=O)c1ccncc1,IC50,'=',6560,nM,5.18
CHEMBL887,RASAGILINE,4,171.24,0,1.9,C#CCN[C@@H]1CCc2ccccc21,IC50,'=',700,nM,6.16
CHEMBL502,DONEPEZIL,4,379.5,0,4.36,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,,,,
CHEMBL3605354,,None,432.57,1,7.34,c1ccc2c(c1)c1cnccc1n2CCCCCCCn1c2ccccc2c2cnccc21,IC50,'=',1500,nM,5.82
CHEMBL3605366,,None,454.66,1,5.83,CN1CCc2c(c3ccccc3n2CCCCCCn2c3c(c4ccccc42)CN(C)CC3)C1,IC50,'=',4500,nM,5.35
CHEMBL3605367,,None,468.69,1,6.22,CN1CCc2c(c3ccccc3n2CCCCCCCn2c3c(c4ccccc42)CN(C)CC3)C1,IC50,'=',1200,nM,5.92
CHEMBL972,SELEGILINE,4,187.29,0,2.18,C#CCN(C)[C@H](C)Cc1ccccc1,IC50,'=',47900,nM,4.32
CHEMBL8706,CLORGILINE,-1,272.18,0,3.33,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,IC50,'=',4460,nM,5.35
CHEMBL155350,,None,319.79,0,3.31,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,IC50,'=',100,nM,7
CHEMBL2177467,,None,495.6,0,3.77,CCCN(C)c1ccc(/C=C2\Cc3cc(O)c(O)cc3C2=O)cc1.Cc1ccc(S(=O)(=O)O)cc1,IC50,'=',37700,nM,4.42
CHEMBL1575961,,None,259.3,0,2.49,,,,,,
CHEMBL2203918,,None,273.33,0,2.88,,,,,,
CHEMBL2204772,,None,245.73,0,4.36,N#Cc1ccc(Sc2ccc(Cl)cc2)cc1,IC50,'=',18200,nM,4.74
CHEMBL2204771,,None,211.29,0,3.71,N#Cc1ccc(Sc2ccccc2)cc1,IC50,'=',36900,nM,4.43
CHEMBL257368,,None,281.36,0,1.69,C#CCN1CCN(Cc2ccnc3c(O)cccc23)CC1,IC50,'=',299800,nM,
CHEMBL356385,,None,344.5,0,4.19,C#CCN(C)C(C)Cc1cccc(OC(=O)N(C)CCCCCC)c1,IC50,'=',20000,nM,4.7
CHEMBL8706,CLORGILINE,-1,272.18,0,3.33,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,IC50,'=',4.46,nM,8.35
CHEMBL487235,,None,345.19,0,4.54,C=C(Br)COc1ccc2c(oc(=O)c3ccccc32)c1C,IC50,'=',2380,nM,5.62
CHEMBL488072,,None,282.3,0,3.22,CC(=O)COc1ccc2c(oc(=O)c3ccccc32)c1C,IC50,'=',2560,nM,5.59
CHEMBL475885,,None,258.27,0,2.68,O=C1CCCCC1Oc1ccc2ccc(=O)oc2c1,IC50,'=',43000,nM,4.37
CHEMBL123768,,None,230.26,0,2.07,CCOC(=O)C1=Cc2cc(C)ccc2CC1=O,IC50,'=',190.55,nM,6.72
CHEMBL3288293,,None,270.3,0,3.92,O=C1CCCc2cc(OCc3ccc(F)cc3)ccc21,IC50,'=',1290,nM,5.89
CHEMBL3920226,,None,260.26,0,3.31,CC(=O)c1ccc(OCc2cccc(F)c2)cc1O,IC50,'>',100000,nM,
CHEMBL459,METHYLDOPA,4,211.22,0,0.44,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,IC50,,,,
CHEMBL294264,PURPURIN,None,256.21,0,1.58,O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,IC50,'=',2500,nM,5.6
CHEMBL304241,,None,294.35,0,3.4,CC(=O)N1N=C(c2ccc(O)cc2)CC1c1cccc(C)c1,IC50,'=',8,nM,8.1
CHEMBL404520,CHLORTETRACYCLINE,4,478.89,1,0.44,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,IC50,,,,
CHEMBL119443,ERGONOVINE,4,325.41,0,1.53,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,IC50,,,,
CHEMBL4295215,,None,287.16,1,5.17,Cc1cccc2cc(-c3ccc(Br)cc3)oc12,IC50,'=',100000,nM,4
CHEMBL4287036,,None,287.16,1,5.17,Cc1ccc2oc(-c3cccc(Br)c3)cc2c1,IC50,'>',100000,nM,
CHEMBL50588,EMETINE,-1,480.65,0,4.94,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,IC50,,,,
CHEMBL564201,6-AZAURIDINE,None,245.19,0,-3.46,O=c1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,IC50,,,,
CHEMBL980,GUAIFENESIN,4,198.22,0,0.43,COc1ccccc1OCC(O)CO,IC50,,,,
CHEMBL4513314,,None,171.2,0,0.91,N#Cc1cccc(C2=NCCN2)c1,IC50,'=',147000,nM,
CHEMBL4559051,,None,416.51,0,3.78,Cn1ccnc1SCc1ccc(-c2noc(-c3ccc(C4=NCCN4)cc3)n2)cc1,IC50,'=',12400,nM,4.91
CHEMBL4459969,,None,324.77,0,3.41,Clc1cccc(-c2noc(-c3ccc(C4=NCCN4)cc3)n2)c1,IC50,'=',5470,nM,5.26
CHEMBL4444732,,None,373.24,0,4.45,CC1CN=C(c2ccc(-c3noc(-c4ccc(Cl)c(Cl)c4)n3)cc2)N1,IC50,'=',14700,nM,4.83
CHEMBL75435,DEXKETOPROFEN,4,254.29,0,3.11,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,IC50,,,,
CHEMBL3923134,,None,386.4,0,1.81,C#CCN1C(=O)C(=O)c2cc(S(=O)(=O)N(C)Cc3ccccc3F)ccc21,IC50,'=',9430,nM,5.03
CHEMBL3407590,,None,456.55,0,4.43,C#CCN(C)Cc1cc2cc(OCc3ccc(OC(=O)N(C)C)c4ncccc34)ccc2n1C,IC50,'=',310600,nM,
CHEMBL3407588,,None,524.71,2,5.87,C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccc(OC)c5ncccc45)CC3)ccc2n1C,IC50,'=',10300,nM,4.99
CHEMBL4285989,,None,257.76,0,3.99,,,,,,
CHEMBL4466571,,None,348.23,0,4.74,COCCn1ncc2cc(/C=N/c3ccc(Cl)c(Cl)c3)ccc21,IC50,'>',10000,nM,
CHEMBL4454906,,None,510.72,2,6.29,CCN(CC)CCCCOc1ccc(/C=C/C(=O)c2ccc(OCCCCN(CC)CC)cc2O)cc1,IC50,'=',10500,nM,4.98
CHEMBL887,RASAGILINE,4,171.24,0,1.9,C#CCN[C@@H]1CCc2ccccc21,IC50,'=',587,nM,6.23
CHEMBL502,DONEPEZIL,4,379.5,0,4.36,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,,,,
CHEMBL502,DONEPEZIL,4,379.5,0,4.36,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,,,,
CHEMBL3330332,,None,259.78,0,3.11,Cl.N[C@]1(Cc2ccccc2)C[C@@H]1c1ccccc1,IC50,'=',3510,nM,5.46
CHEMBL3398528,,None,382.22,0,3.88,COc1ccc(-c2c(Br)c3cc(C#N)c(C#N)cc3n2OC)cc1,IC50,'>',100000,nM,
CHEMBL3398527,,None,352.19,0,4.36,Cc1ccc(-c2c(Br)c3cc(C#N)c(C#N)cc3n2O)cc1,IC50,'=',2190,nM,5.66
CHEMBL3585856,,None,324.42,0,3.21,C#CCN(C)[C@H](C)Cc1ccc(NCc2cc(O)ccc2O)cc1,IC50,'=',1030,nM,5.99
CHEMBL86304,MOCLOBEMIDE,4,268.74,0,1.4,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,IC50,'=',361380,nM,3.44
CHEMBL3585847,,None,307.44,0,3.5,C#CCN(C)[C@H](C)Cc1ccc(NCc2ncccc2C)cc1,IC50,'=',5530,nM,5.26
CHEMBL2409542,,None,294.38,0,4.04,C/C(=N\Nc1nc(-c2ccccc2)cs1)c1ccccn1,IC50,'=',16600,nM,4.78
CHEMBL565002,,None,290.35,0,2.55,CCOC(=O)c1csc(N/N=C(\C)c2ccccn2)n1,IC50,,,,
CHEMBL4203107,,None,257.29,0,1.74,C#CCN(C)CCOc1ccc2ccc(=O)oc2c1,IC50,'=',69870,nM,4.16
CHEMBL3360735,,None,251.28,0,3.35,Cc1ccc2oc(=O)c(-c3ccc(N)cc3)cc2c1,IC50,,,,
CHEMBL2367892,TEICOPLANIN,None,1767.46,None,None,CC(=O)N[C@@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O)cc(O)cc3[C@@H](C(=O)O)NC2=O)O[C@@H](CO)[C@@H](O)[C@@H]1O,IC50,,,,
CHEMBL1201117,METHOCARBAMOL,4,241.24,0,0.53,COc1ccccc1OCC(O)COC(N)=O,IC50,,,,
CHEMBL4174116,,None,302.36,0,3.92,C/C(=N/Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1)C1CC1,IC50,'=',2660,nM,5.58
CHEMBL4169354,,None,318.4,0,4.7,CCCC/C(C)=N\Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1,IC50,'=',6330,nM,5.2
CHEMBL12948,SEMUSTINE,3,247.73,0,2.5,CC1CCC(NC(=O)N(CCCl)N=O)CC1,IC50,,,,
CHEMBL1762,TOCAINIDE,4,192.26,0,1.59,Cc1cccc(C)c1NC(=O)C(C)N,IC50,,,,
CHEMBL887,RASAGILINE,4,171.24,0,1.9,C#CCN[C@@H]1CCc2ccccc21,IC50,'=',1420,nM,5.85
CHEMBL511601,,None,227.28,0,3.11,N[C@]1(c2ccccc2)C[C@]1(F)c1ccccc1,IC50,'=',10000,nM,5
CHEMBL3660752,,None,591.69,1,4.04,CN(C(=O)OC(C)(C)C)C1(C(=O)N2CC(C#Cc3ccc4c(=O)c(-c5ccc(NS(C)(=O)=O)cc5)coc4c3)C2)CC1,IC50,'>',130000,nM,
CHEMBL1950702,,None,401.46,1,5.16,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccc(F)c(F)c1,IC50,'=',22700,nM,4.64
CHEMBL2326864,,None,303.39,0,2.19,CC(=O)Nc1nc(CCc2ccc(NC(=N)N)cc2)cs1,IC50,'>',100000,nM,
CHEMBL267894,AMOBARBITAL,4,226.28,0,1.18,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,IC50,,,,
CHEMBL1628227,DOXEPIN,4,279.38,0,3.96,CN(C)CCC=C1c2ccccc2COc2ccccc21,IC50,,,,
CHEMBL509,MECLOFENAMIC ACID,4,296.15,0,4.74,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,IC50,,,,
CHEMBL1503,OMEPRAZOLE,4,345.42,0,2.9,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,IC50,,,,
CHEMBL1403281,ERGOCRYPTINE,None,575.71,1,2.43,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,IC50,,,,
CHEMBL293004,,None,310.35,0,3.1,COc1ccccc1C1CC(c2ccc(O)cc2)=NN1C(C)=O,IC50,'=',8.8,nM,8.06
CHEMBL1480987,CYCLANDELATE,4,276.38,0,3.48,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,IC50,,,,
CHEMBL156455,1,,,,,,,,,,
CHEMBL3218151,,None,271.39,0,4.46,Cc1sc(NN=C2CCCC2)nc1-c1ccccc1,IC50,'=',550,nM,6.26
CHEMBL3218157,,None,299.44,1,5.1,Cc1sc(NN=C2CCC(C)CC2)nc1-c1ccccc1,IC50,'=',3900,nM,5.41
CHEMBL18116,TOLOXATONE,-1,207.23,0,1.31,Cc1cccc(N2CC(CO)OC2=O)c1,IC50,'=',1780,nM,5.75
CHEMBL4093991,,None,419.55,1,5.41,CN(CCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1,IC50,'=',570,nM,6.24
CHEMBL4067447,,None,449.57,1,5.42,COc1ccccc1CN(C)CCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1,IC50,'=',620,nM,6.21
CHEMBL442687,TIOXOLONE,-1,168.17,0,1.56,O=c1oc2cc(O)ccc2s1,IC50,'=',9770,nM,5.01
CHEMBL4172280,,None,363.5,0,4.87,C#CCNC1CCc2c(OCCCOc3ccc(C(C)C)cc3)cccc21,IC50,'=',42670,nM,4.37
CHEMBL4173420,,None,291.39,0,3.52,C#CCNC1CCc2c(OCCc3ccccc3)cccc21,IC50,'=',9100,nM,5.04
CHEMBL4171251,,None,291.39,0,3.78,C#CCNC1CCc2c(OCc3ccc(C)cc3)cccc21,IC50,'=',4330,nM,5.36
CHEMBL309490,GALANGIN,None,270.24,0,2.58,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,IC50,'=',130,nM,6.89
CHEMBL4067752,,None,334.17,0,4.28,O=[N+]([O-])/C=C/c1cccc(OCc2cccc(Br)c2)c1,IC50,'=',6630,nM,5.18
CHEMBL4095173,,None,323.27,0,4.53,O=[N+]([O-])/C=C/c1cccc(OCc2cccc(C(F)(F)F)c2)c1,IC50,'=',8780,nM,5.06
CHEMBL4291372,,None,434.54,0,4.22,COc1ccc2oc(C(=O)NCCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1,IC50,'>',100000,nM,
CHEMBL52,NORDIHYDROGUAIARETIC ACID,None,302.37,0,3.57,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,IC50,,,,
CHEMBL86304,MOCLOBEMIDE,4,268.74,0,1.4,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,IC50,'=',361400,nM,
CHEMBL4444002,,None,277.77,0,3.84,C#CCN1CCC(/C=C\c2ccc(F)cc2Cl)CC1,IC50,'=',46121.5,nM,4.34
CHEMBL3924440,,None,270.72,0,3.87,O=C1/C(=C/c2cccc(Cl)c2)Cc2cc(O)ccc21,IC50,'=',157,nM,6.8
CHEMBL92401,IPRONIAZID,4,179.22,0,0.72,CC(C)NNC(=O)c1ccncc1,IC50,'=',6560,nM,5.18
CHEMBL4551962,,None,407.51,0,4.19,Cc1c(C)c2ccc(OCC3CCCN(Cc4cccc(CO)c4)C3)cc2oc1=O,IC50,'=',2200,nM,5.66
CHEMBL1929421,,None,443.64,1,5.31,C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,IC50,'=',33,nM,7.48
CHEMBL4173258,,None,353.51,0,3.5,C#CCN(C)Cc1cc2cc(OCCCN3CCCCC3)ccc2n1C,IC50,'=',145,nM,6.84
CHEMBL1929421,,None,443.64,1,5.31,C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,IC50,'=',0.3,nM,9.52
CHEMBL4516457,,None,349.54,1,5.49,C#CCNC1CCc2c(SCc3ccc(C(C)(C)C)cc3)cccc21,IC50,,,,
CHEMBL75228,1-PHENETHYLPIPERIDINE,None,189.3,0,2.72,c1ccc(CCN2CCCCC2)cc1,IC50,'=',757300,nM,
CHEMBL3133241,,None,411.59,1,6.16,CCN(CC)CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1,IC50,'=',33090,nM,4.48
CHEMBL3133239,,None,491.65,1,7.47,CCN(CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1cccc(F)c1,IC50,'>',100000,nM,
CHEMBL3133311,,None,503.68,2,7.34,CCN(CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1OC,IC50,'>',100000,nM,
CHEMBL4114950,,None,374.45,1,5.09,N[C@H]1CC[C@@H](N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CC1,IC50,'=',10700,nM,4.97
CHEMBL4114926,,None,296.42,0,2.79,NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3ccn[nH]3)cc2)CC1,IC50,'>',100000,nM,
CHEMBL4113760,,None,403.45,0,4.26,NC(=O)C1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1,IC50,'=',25200,nM,4.6
CHEMBL4106824,,None,309.25,0,3.16,NC1CCC(N[C@H]2C[C@@H]2c2ccc(Br)cc2)CC1,IC50,'=',100000,nM,4
CHEMBL4086224,,None,462.62,1,5.48,CCN(CCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1N(C)C,IC50,'=',5940,nM,5.23
CHEMBL972,SELEGILINE,4,187.29,0,2.18,C#CCN(C)[C@H](C)Cc1ccccc1,IC50,'=',81500,nM,4.09
CHEMBL8706,CLORGILINE,-1,272.18,0,3.33,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,IC50,'=',7.31,nM,8.14
CHEMBL972,SELEGILINE,4,187.29,0,2.18,C#CCN(C)[C@H](C)Cc1ccccc1,IC50,'=',67.25,nM,7.17
CHEMBL1830140,,None,316.2,0,4.49,O=C(C/C=C/c1ccccc1)Nc1cccc(Br)c1,IC50,'=',34500,nM,4.46
CHEMBL2409538,,None,294.38,0,4.04,C/C(=N\Nc1nc(-c2ccccc2)cs1)c1cccnc1,IC50,'=',21300,nM,4.67
CHEMBL3121780,,None,440.5,0,3.28,C#CCCCOc1ccc2cc(C(=O)N3CCN(C(=O)OC(C)(C)C)CC3)c(=O)oc2c1,IC50,'>',10000,nM,
CHEMBL649,NADOLOL,4,309.41,0,0.63,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,IC50,,,,
CHEMBL1670,MITOTANE,4,320.05,1,5.93,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,IC50,,,,
CHEMBL3104250,,None,437.91,0,2.22,C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1cc(Cl)ccc1O,IC50,'>',300000,nM,
CHEMBL109,VALPROIC ACID,4,144.21,0,2.29,CCCC(CCC)C(=O)O,IC50,,,,
CHEMBL3660717,,None,437.52,0,3.88,CS(=O)(=O)Nc1ccc(-c2coc3cc(C#CC4(O)CCCCC4)ccc3c2=O)cc1,IC50,'>',130000,nM,
CHEMBL499,TIMOLOL,4,316.43,0,0.5,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,IC50,,,,
CHEMBL3652420,,None,315.33,0,3.82,c1cn(-c2ccc3nc(-c4ccc5c(c4)OCO5)ccc3c2)cn1,IC50,'=',10000,nM,5
CHEMBL4292257,,None,271.79,0,4.23,C[C@@H]1[C@H](NCc2ccc(Cl)cc2)[C@H]1c1ccccc1,IC50,'=',310,nM,6.51
CHEMBL33,LEVOFLOXACIN,4,361.37,0,1.54,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,IC50,,,,
CHEMBL717,MEDROXYPROGESTERONE ACETATE,4,386.53,0,4.66,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,IC50,,,,
CHEMBL468,THALIDOMIDE,4,258.23,0,0.09,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,IC50,,,,
CHEMBL1747,TOBRAMYCIN,4,467.52,2,-6.3,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,IC50,,,,
CHEMBL372795,STREPTOMYCIN,4,581.58,3,-8.16,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,IC50,,,,
CHEMBL2288402,,None,297.31,0,2.78,CN(C)c1ccc(/C=C2\Oc3cc(O)cc(O)c3C2=O)cc1,IC50,'=',233,nM,6.63
CHEMBL497674,,None,303.41,0,4.93,C[C@H]1CCCC/C1=N/Nc1nc(-c2ccc(F)cc2)cs1,IC50,'=',4940,nM,5.31
CHEMBL1813525,,None,318.13,0,3.13,O=C1NC(=O)c2cc(Oc3ccc(Br)cc3)ccc21,IC50,'=',1080,nM,5.97
CHEMBL3417304,,None,554.74,2,5.89,O=c1ccc2ccc(OCCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cc2o1,IC50,'=',10350,nM,4.99
CHEMBL470221,,None,283.26,0,3.18,O=C(Nc1ccc(F)cc1)c1cc2ccccc2oc1=O,IC50,'=',13060,nM,4.88
CHEMBL472069,,None,301.25,0,3.32,O=C(Nc1c(F)cccc1F)c1cc2ccccc2oc1=O,IC50,'=',12760,nM,4.89
CHEMBL972,SELEGILINE,4,187.29,0,2.18,C#CCN(C)[C@H](C)Cc1ccccc1,IC50,'=',67250,nM,4.17
CHEMBL92401,IPRONIAZID,4,179.22,0,0.72,CC(C)NNC(=O)c1ccncc1,IC50,'=',6560,nM,5.18
CHEMBL469350,,None,355.39,0,4.64,O=C(Nc1ccccc1Cc1ccccc1)c1cc2ccccc2oc1=O,IC50,,,,
CHEMBL470420,,None,295.29,0,3.05,COc1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,IC50,,,,
CHEMBL484411,,None,431.46,1,5.89,CC(C)c1ccc(NC(=O)c2cc3ccc(OCc4ccc(F)cc4)cc3oc2=O)cc1,IC50,,,,
CHEMBL382645,,None,259.26,0,2.27,NCCCOc1c2occc2cc2ccc(=O)oc12,IC50,'=',2510,nM,5.6
CHEMBL201199,,None,302.33,0,3,COc1c(OC2CCCCC2=O)ccc2c(C)cc(=O)oc12,IC50,'=',11130,nM,4.95
CHEMBL424673,,None,240.26,0,3.34,Cc1cc(=O)oc2cc3oc4c(c3cc12)CCC4,IC50,'=',11900,nM,4.92
CHEMBL1162,NORETHINDRONE,4,298.43,0,3.49,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,IC50,,,,
CHEMBL806,FLUTAMIDE,4,276.21,0,3.21,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,IC50,,,,
CHEMBL72,DESIPRAMINE,4,266.39,0,3.53,CNCCCN1c2ccccc2CCc2ccccc21,IC50,,,,
CHEMBL6437,MIANSERIN,4,264.37,0,3.08,CN1CCN2c3ccccc3Cc3ccccc3C2C1,IC50,,,,
CHEMBL1814057,,None,297.27,0,2.46,O=C(Nc1ccc(O)c(O)c1)c1cc(=O)c2ccccc2o1,IC50,'=',190,nM,6.72
CHEMBL1814066,,None,297.27,0,2.46,O=C(Nc1ccc(O)c(O)c1)c1coc2ccccc2c1=O,IC50,'=',430,nM,6.37
CHEMBL1814071,,None,310.27,0,2.95,O=C(Nc1ccc([N+](=O)[O-])cc1)c1coc2ccccc2c1=O,IC50,'=',11110,nM,4.95
CHEMBL3401326,,None,731.52,3,6.71,Cl.S=C(NCCCNCCCCCNCCCNC(=S)NCC(c1ccccc1)c1ccccc1)NCC(c1ccccc1)c1ccccc1,IC50,'>',100000,nM,
CHEMBL42710,EUGENOL,0.5,164.2,0,2.13,C=CCc1ccc(O)c(OC)c1,IC50,,,,
CHEMBL1945153,,None,286.71,0,4.03,O=c1ccoc2ccc(OCc3ccc(Cl)cc3)cc12,IC50,'=',106,nM,6.97
CHEMBL1945155,,None,331.17,0,4.13,O=c1ccoc2ccc(OCc3ccc(Br)cc3)cc12,IC50,'=',95,nM,7.02
CHEMBL1945157,,None,270.26,0,3.51,O=c1ccoc2ccc(OCc3ccc(F)cc3)cc12,IC50,'=',322,nM,6.49
CHEMBL508324,,None,310.43,0,4.66,C[C@@H]1CCCC/C1=N/Nc1nc(-c2ccc(C#N)cc2)cs1,IC50,'=',5500,nM,5.26
CHEMBL497675,,None,321.4,1,5.07,C[C@H]1CCCC/C1=N/Nc1nc(-c2ccc(F)cc2F)cs1,IC50,'=',4810,nM,5.32
CHEMBL3667543,,None,387.27,0,4.29,Cn1ccc(-c2ccc(CNC(=O)c3c(Cl)cccc3Cl)cc2)cc1=O,IC50,'>',130000,nM,
